enstxids	sym	C12.rna	C3.rna	Q.rna	preS.rna	S.rna	Tr.rna	C12.rp	C3.rp	Q.rp	preS.rp	S.rp	Tr.rp
ENST00000295888	WDFY3	5.8	8.6	6.15	5.29	7.32	7.04	2.93	3.84	2.83	2.77	5.29	4.88
ENST00000360586	WDHD1	8.57	6.08	4.96	7.36	1.63	7.47	18.23	15.5	8.14	10.86	3.69	23.1
ENST00000272321	WDPCP	1.12	1	1	1	1.13	1	2.17	1.62	1	1	1.05	1.75
ENST00000382452	WDR1	306.56	345.5	215.91	288.41	379.93	281.6	424.75	409.62	285.63	370.6	382.31	293.96
ENST00000263461	WDR11	12.3	17.25	13.38	11.03	14.56	13.1	8.95	11.96	9.53	6.65	12.94	8.41
ENST00000261015	WDR12	25.69	16.15	16.14	28.96	14.97	18.86	41.07	26.78	29.17	39.21	25.56	38.78
ENST00000218056	WDR13	22.35	24.57	31.82	23.95	14.93	27.69	15.46	8.09	16.97	24.34	4.23	7.83
ENST00000251289	WDR18	22.36	19.44	14.89	18.59	14.13	15.5	39.04	19.05	27.07	19.84	6.96	8.97
ENST00000399820	WDR19	2.99	4.55	6.02	3.52	1.91	3.93	2.74	3.87	3.95	1.79	2.14	2.52
ENST00000454394	WDR20	11.34	11.33	9.24	10.38	9.6	10.41	5.44	8.4	6.06	4.55	6.03	5.8
ENST00000335290	WDR25	4.81	5.28	6.61	4.5	4.73	3.49	4.28	3.47	4.69	1	4.41	2.54
ENST00000414423	WDR26	20.13	25.57	24.48	26.45	43.11	27.56	32.82	36.94	35.25	33.12	73.72	43.97
ENST00000448612	WDR27	2	1.66	1.47	1.37	1.55	2.11	1	1	1	2.55	1	1
ENST00000349139	WDR3	21.31	14.98	15.29	31.57	15.77	20.15	42.8	26.11	23.84	33.63	27.9	41.66
ENST00000322313	WDR33	6.98	5.74	5.53	7.2	4.25	7.76	14.54	11.1	13.52	16.02	10.36	16.8
ENST00000345530	WDR35	2.54	2.12	2.59	2.77	1.04	3.05	5.14	4.27	4.04	4.72	2.31	4.82
ENST00000506538	WDR36	12.15	8.14	11.23	13.46	8.76	9.17	26.98	22.63	18.81	20.04	25.84	26.38
ENST00000358220	WDR37	6.77	9.3	9.18	7.02	9.18	9.55	5.77	6.18	5.49	7.78	5.56	3.92
ENST00000407426	WDR43	34.02	25.82	23.58	41.53	26.87	28.09	51.97	46.94	35.54	59.74	52.32	56.36
ENST00000254029	WDR44	7.61	9.78	9.38	9.12	10	7.89	11.99	16.56	13.53	21.55	28.57	19.71
ENST00000392325	WDR45L	63.96	47.08	54.03	55.83	44.04	70.92	31.63	19.69	19.95	16.82	16.21	29.77
ENST00000374617	WDR46	50.31	28.75	39.39	49.16	28.98	33.65	76.71	50.5	53.96	66.39	32.44	50.95
ENST00000400794	WDR47	6.08	8.67	7.91	9.04	16.14	6.96	7.16	9.31	8.88	11.54	21.86	7.11
ENST00000302313	WDR48	7.22	10.26	9.55	7.99	10.46	11.19	6.79	13.02	9.39	4.28	14.02	10.48
ENST00000332629	WDR53	6.34	4.59	4.88	7.14	3.76	6.24	2.46	3.65	3.12	2.49	2.99	3.34
ENST00000348227	WDR54	20.5	18.72	23.84	23.75	10.68	24.99	27.94	18.68	21.92	21.98	9.6	18.75
ENST00000358337	WDR55	10.84	11.54	10.52	12.82	12	11.26	18	19.96	16.44	19.76	9.89	12.75
ENST00000395474	WDR6	51.87	39.4	50.87	42.26	25.87	46.49	46.88	37.4	46.97	32.26	24.02	40.86
ENST00000407559	WDR60	4.67	4.79	5.13	3.74	3.56	3.84	3.8	4.09	4.55	4.65	3.02	4.66
ENST00000267973	WDR61	29.01	28.1	26.44	30.75	39.04	28.27	61.89	49.15	45.99	35.92	42.62	41.65
ENST00000294664	WDR63	1	1.62	1	1	4.05	1	1	1.74	1	1	6.08	1.19
ENST00000287380	WDR67	2.99	2.64	1.94	2.38	1.22	2.5	1.98	3.41	2.02	1.26	1.49	1.77
ENST00000254442	WDR7	4.27	5.08	3.96	4.28	3.62	3.74	5.81	6.38	4.97	7.07	7.17	6.46
ENST00000265107	WDR70	11.13	9.66	11.02	10.9	7.15	8.27	23.76	21.78	17.02	18.74	13.49	20.03
ENST00000525239	WDR74	27.97	10.6	20.95	26.6	13.97	19.6	58.72	18.6	43.31	54.64	17.34	31.5
ENST00000314761	WDR75	20.63	18.46	14.76	22.85	14.4	22.69	17.78	22.01	11.33	13.9	21.03	24.98
ENST00000371026	WDR78	1	1	1	1	1.18	1	1	1.2	1.25	1	1.5	1
ENST00000296490	WDR82	39.78	38.83	38.6	38.76	26.21	41.46	40.69	47.28	35.63	26.12	28.06	43.39
ENST00000277540	WDR85	8.61	9.31	6.51	8.21	9.2	11.15	8.21	5.89	4.91	11.82	5.18	5.05
ENST00000394942	WDR89	3.32	3	3.8	3.75	1.82	4.2	3.3	4.63	2.22	1.58	2.99	3.57
ENST00000549091	WDR90	5.67	3.06	3.15	3.73	1.03	4.7	1.03	1	1.22	1	1	1
ENST00000354475	WDR91	3.82	3.95	4.32	2.77	1.75	4.68	5.83	5.97	8.71	4.18	2.48	7.61
ENST00000409990	WDSUB1	3.76	3.58	4.66	3.61	1.99	3.21	2.01	6.61	4.08	2.92	3.04	3.29
ENST00000319394	WDTC1	14.06	14.96	18.89	11.94	17.81	14.5	2.56	3.51	6.57	4.28	5.34	2.59
ENST00000226760	WFS1	15.1	21.88	20.06	13.69	28.38	18.92	16.32	30.87	33.26	30.43	47.55	22.16
ENST00000286760	WHAMM	7.34	6.21	6.2	5.95	4.83	7.03	8.88	6.35	7.27	7.51	4.4	6.57
ENST00000317025	WHSC1L1	16.94	13.8	14.68	14.45	10.49	14.1	8.1	6.88	6.02	4.7	5.5	8.51
ENST00000382882	WHSC2	10.24	6.71	8.02	9.32	6.65	10.4	24.7	13.48	21.97	19.22	8.96	18.38
ENST00000408946	WIBG	16.04	16.48	19.65	18.28	15.34	18.35	26.55	30.53	45.21	33.48	18.52	34.66
ENST00000272746	WIPF1	15.01	12.8	16.89	12.62	4.3	14.29	7.71	12.06	13.95	8.3	3.01	10.41
ENST00000323571	WIPF2	12.81	10.37	12.32	11.38	10.47	14.11	13.14	9.57	9.46	6.96	10.32	11.22
ENST00000288828	WIPI2	13.93	17.72	17.05	16.58	34.94	19.43	17.39	15.78	14.97	19.37	30	13.57
ENST00000389282	WIZ	17.96	12.55	13.71	15.36	13.27	13.84	5.18	4.11	8.02	7.7	3.42	3.82
ENST00000397196	WNT5B	94.63	106.06	96.01	87.66	122.19	112.7	155.18	111.45	193.73	159.78	233.44	130.68
ENST00000270708	WRAP73	10.64	8.32	9.6	11.48	9.35	11.48	12.12	6.63	10.45	11.01	7.42	5.48
ENST00000333781	WRB	14.71	22.09	16.21	17.78	39.44	17.24	23.07	38.81	21.03	20.72	71.7	27.22
ENST00000298139	WRN	4.58	4.78	4.67	4.16	2.19	4.99	3.8	4.23	3.22	3.12	2.29	3.6
ENST00000380773	WRNIP1	29.65	16.52	22.75	27.27	13.48	23.48	31.16	9.18	19.73	15.92	7.35	11.55
ENST00000441406	WSB2	79.1	71.45	51.59	93.06	111.71	50.26	10.43	10.12	10.06	8.46	8.17	3.22
ENST00000380861	WWC3	6.44	6.91	7.98	5.57	4.42	8.93	1.12	1.73	3.32	2.14	1.56	2.82
ENST00000517970	WWP1	6.88	7.76	7.25	7.93	8.07	7	1.03	2.31	2.63	4.41	2.57	1.76
ENST00000359154	WWP2	13.39	10.1	12.41	12.61	8.42	11.35	17.2	10.08	11.01	10.06	8.68	11.46
ENST00000358368	XAB2	37.27	22.04	29.76	36.59	24.68	30.62	65.72	23.41	66.32	64.92	27.76	33.48
ENST00000344347	XBP1	58.7	50.35	89.25	56.03	69.77	50.51	56.4	51.99	94.09	56.38	74.1	41.5
ENST00000371199	XIAP	7.76	8.54	9.31	9.97	8.14	9.85	6.29	16.27	11.74	7.84	15.89	14.53
ENST00000373884	XKR8	9.72	8.31	11.28	11.39	7.32	10.81	16.23	8.45	17.26	14.79	5.56	7.26
ENST00000375128	XPA	4.1	4.48	3.23	3.1	4.48	3.44	14.04	9.03	5.48	7.13	6.56	5.92
ENST00000502935	XPNPEP1	25.39	28.08	29.47	30	27.91	31.98	29.97	26.91	28.08	25.76	26.94	31.71
ENST00000357137	XPNPEP3	4.59	3.62	4.35	4.77	5.24	5.22	11.06	14.04	12.72	18.34	20.31	16.55
ENST00000401558	XPO1	79.18	66.85	56.64	70.17	38.02	71.55	85.95	73.54	61.61	69.95	66.8	98.37
ENST00000400602	XPO4	7.3	6.45	5.37	7.58	5.56	6.51	13.49	12.13	8.29	13.27	11.47	15.11
ENST00000265351	XPO5	21	14.05	14.74	24.6	11.73	20.99	24.49	21.38	19.81	27.69	23.5	33.81
ENST00000304658	XPO6	82.18	58.43	58.05	74.07	49.23	58.75	16.56	14.09	18.7	20.96	16.73	15.34
ENST00000434536	XPO7	28.75	25.84	24.84	28.05	25	28.85	16.81	16.14	12.7	23.7	14.21	18.22
ENST00000332707	XPOT	47.12	34.51	57.42	38.38	23.52	31.52	30.65	21.76	32.1	18.37	15.5	17.32
ENST00000367590	XPR1	4.49	6.63	5.54	5.37	6.11	7.22	8.37	9.68	6.34	7.77	18.38	15.31
ENST00000553264	XRCC3	14.34	6.06	8.1	11.85	1.38	9.19	13.56	3.08	6.73	3.7	1	3.53
ENST00000511817	XRCC4	6.02	4.46	5.26	7.38	5.19	4.07	11.24	13.96	7.43	11.59	10.41	15.16
ENST00000392133	XRCC5	155.55	129.37	114.2	167.82	102.05	128	278.99	283.15	180.97	231.92	233.49	312
ENST00000359308	XRCC6	249.42	163.2	198.17	246.77	162.04	193.98	577.34	315.83	338.44	355.33	273.11	400.47
ENST00000264951	XRN1	5.61	7	7.51	4.8	4.09	4.58	9.28	11.68	8.89	6.31	10.29	11.5
ENST00000377191	XRN2	54.91	44.57	52.92	61.71	36.58	44.64	83.7	66.42	62	68.29	58.9	66.2
ENST00000340360	XRRA1	1.37	1.41	1.35	1.48	1.19	1.36	1	1.35	1	1	1	1.95
ENST00000441493	XXbac-B461K10.4	7.63	4.48	5.66	5.18	3.74	4.38	3.38	1.94	3.92	2.81	2.13	2.68
ENST00000207870	XYLB	4.77	2.61	3.17	4.61	2.11	2.02	4.66	4.07	4.8	6.13	2.91	2.97
ENST00000261381	XYLT1	12.22	13.83	9.59	11.61	7.15	13.31	6.72	14.81	8	10.4	13.86	19.6
ENST00000442791	YAF2	5.1	6.15	5.46	5.14	6.32	6.29	9.32	12.78	7.98	7.35	12.44	13.63
ENST00000282441	YAP1	61.99	66.82	53.54	61.36	43.79	55.46	75.24	108.56	90.53	63.08	69.15	76.56
ENST00000373477	YARS	81.02	40.68	93.49	84.68	77.72	51.75	143.23	93	145.15	106.1	134.49	108.24
ENST00000324868	YARS2	11.38	10.52	10.24	16.42	15.61	15.37	31	14.62	24.4	38.99	24.61	20.88
ENST00000329319	YBEY	5.02	5.5	5.83	7.26	8.02	5.14	27.13	26.86	20.33	30.89	19.15	23.6
ENST00000292778	YDJC	9.95	11.04	8.05	12.84	15.41	15.2	13.41	9.13	9.13	8.27	4.2	5.58
ENST00000305135	YEATS2	17.62	17.42	18.14	14.62	11.76	13.21	9.85	10.94	10.56	7.96	9.21	9.5
ENST00000339413	YIF1B	16.16	17.88	20.5	16.59	24.32	10.84	43.8	49.29	67.96	54.55	58.33	30.33
ENST00000539954	YIPF1	10.03	11.76	13.98	12.29	20.82	10.83	3.86	11.25	8.84	6.72	19.81	9.86
ENST00000253031	YIPF2	26.28	37.6	38.52	28.19	48.22	27.95	14.61	22.65	33.17	17.07	25.69	11.84
ENST00000506469	YIPF3	57.16	104.67	93.12	64.15	174.54	86.75	67.82	109.67	157.1	90.8	186.45	105.09
ENST00000238831	YIPF4	4.41	6.39	5.43	5.04	10.01	7.5	19.05	39.8	34.03	27.1	95.69	58.21
ENST00000462683	YIPF6	6.54	7.58	8.6	8.21	19.42	7.33	12.01	22.72	13.53	11.77	49.4	25.71
ENST00000223369	YKT6	73.43	76.42	72.71	87.93	121.94	83.01	97.21	114.34	70.54	68.69	114.75	92.79
ENST00000325680	YLPM1	27.09	17.96	19.04	22.11	10.63	21.94	23.55	17.31	21	23.67	15.5	22.26
ENST00000326799	YME1L1	49.22	50.02	47.39	60.95	68.02	60.54	61.26	80.8	54.32	66.25	125.95	99.32
ENST00000315927	YOD1	2.55	2.81	2.38	3.03	3.81	2.36	1.89	3.75	1.71	3.84	4.32	2.36
ENST00000373044	YRDC	12.41	11.06	10.31	19.98	12.78	16.17	20.26	15.59	10.6	23.71	10.56	17.96
ENST00000344157	YTHDC1	9.47	11.04	8.66	9.96	7.54	12.1	28.5	28.26	15.95	16.17	16.84	33.85
ENST00000161863	YTHDC2	8.09	6.69	7.58	7.31	5.47	7.08	9.83	8.07	5.77	8.69	7.17	8.74
ENST00000370339	YTHDF1	27.94	19.66	22.58	26.19	21.65	23.2	19.75	11.52	19.03	20.92	13.2	15.63
ENST00000373812	YTHDF2	39.35	33.19	33.99	43.03	35.65	36.46	55.6	53.95	41.11	35.59	59.16	56.02
ENST00000372839	YWHAB	141.74	140.72	150.48	161.83	195.15	141.34	739.69	600.65	651.98	536.69	663.93	632.35
ENST00000307630	YWHAG	86.95	110.45	73.64	104.59	162.48	110.54	293.92	272.31	237.25	248.37	347.28	293.87
ENST00000248975	YWHAH	125.1	118.31	83.52	104.38	77.06	93.2	233.31	229.81	143.62	147.27	132.22	201.23
ENST00000381844	YWHAQ	244.52	223.53	220.7	268.73	257.87	255.22	745.84	630.5	557.63	589.45	542.7	655.79
ENST00000395957	YWHAZ	343.32	318.35	289.77	388.98	387.34	352.68	1192.11	1125.52	851.05	890.87	1336.79	1314.94
ENST00000262238	YY1	20.57	17.59	18.28	17.44	16.02	19.71	45.14	44.78	42.61	32.94	34.7	38.15
ENST00000368339	YY1AP1	13.2	12.46	11.01	12.06	8.73	12.91	4.74	8.46	5.49	7.09	4.99	8.32
ENST00000429584	YY2	1.9	1.56	1.91	2.37	1.37	2.56	5.54	2.21	2.65	1.8	3.81	1
ENST00000322342	ZADH2	8.88	11.83	9.71	6.98	3.92	6.95	8.05	21.31	16.08	9.59	5.44	9.15
ENST00000381223	ZBED1	9.49	11.47	11.86	9.68	5.82	12.74	3.52	2.79	4.48	3.69	1.29	2.99
ENST00000216268	ZBED4	8.58	6.26	7.92	8.86	6.92	8.57	1	1.74	1.8	1.9	1.56	2.18
ENST00000432999	ZBED5	12.66	11.15	12.09	11.43	7.81	10.44	5.44	5.52	3.06	3.46	4.89	2.34
ENST00000550078	ZBED6	7.11	11.24	11.03	6.78	8.94	7.5	2.71	2.87	2.78	1.71	2.99	3.83
ENST00000394712	ZBTB1	8.86	9.55	11.15	8	8.1	8.81	10.11	15.83	12.37	8.21	17.17	15.73
ENST00000430430	ZBTB10	1.4	1.04	1.85	1.1	1	1.24	4.38	3.23	3.93	1	1.23	3.6
ENST00000312938	ZBTB11	7.06	5.01	7.28	7.69	5.56	6.03	9.96	10.91	11.67	9	15.92	16.28
ENST00000375527	ZBTB12	7.43	4.03	7.91	4.65	1.94	5.06	7.66	3.69	9.75	4.25	1.45	3.88
ENST00000375733	ZBTB17	17.75	10.63	14.84	18.25	10.58	16.63	8.33	3.47	10.33	8.88	2.79	3.84
ENST00000325144	ZBTB2	17.09	11.21	13.36	17.29	6.86	16.26	3.57	5.37	5.52	5.09	1.63	5.99
ENST00000474710	ZBTB20	3.56	3.15	5.03	2.38	1.34	1	10.96	7.98	11.32	3.01	3.52	3.77
ENST00000230122	ZBTB24	5.26	3.23	3.9	5.43	2	2.96	4.2	4.17	4.76	1.76	2.66	3.28
ENST00000394807	ZBTB3	1.97	2.02	1.75	1.22	1	2.05	5.91	4.05	5.42	2.23	2.12	4.58
ENST00000321464	ZBTB38	39.94	37.71	38.58	35.71	25.49	24.27	21.78	19.41	17.35	19.95	16.87	17.41
ENST00000311403	ZBTB4	28.31	31.33	33.09	27.17	27.97	27.84	8.58	8.8	12.08	5.78	7.46	9.53
ENST00000404138	ZBTB40	6.42	3.64	6.24	6.8	3.79	5.24	11.45	4.7	8.79	6.7	4.79	6.76
ENST00000367405	ZBTB41	3.91	3.72	6.12	3.75	2.88	1.22	2.17	2.93	1.69	1	1.75	1.32
ENST00000373464	ZBTB43	2.37	3.82	2.72	3.55	5.07	4.56	4.13	4.15	2.45	4.65	7.55	5.23
ENST00000354590	ZBTB45	9.07	8.89	9.97	8.36	6.37	9.26	7.91	8.72	6.95	7.96	3.68	6.96
ENST00000232974	ZBTB47	10.84	13.67	14.94	8.98	13.96	7.42	3.73	3.5	4.16	3.73	2.71	2.42
ENST00000377674	ZBTB48	5.17	3.25	4.23	5.18	4.13	4.36	3.26	1.62	4.06	6.32	2.78	1.97
ENST00000373659	ZBTB6	2.72	3.92	2.89	3.48	3.6	3.39	3.22	12.79	2.95	1	9.34	10.33
ENST00000322357	ZBTB7A	18.22	14.02	19.61	15.67	18.75	17.8	30.52	23.06	37.66	24.7	19.91	22.56
ENST00000417934	ZBTB7B	8.61	11.06	8.67	8.88	16.09	7.8	2.89	4.31	3.41	2.72	5	3.29
ENST00000373510	ZBTB8A	2.28	3.58	3.19	2.64	1.35	2.51	3.43	4.61	3.22	1.64	1.57	2.83
ENST00000468695	ZBTB8OS	9.91	9.84	7.73	11.07	15.51	8.86	29.44	38	13.61	25.42	39.93	27.2
ENST00000395064	ZBTB9	6.47	5.18	5.7	7.69	3.53	6.27	5.41	7.47	8.12	8.71	4.59	10.39
ENST00000257940	ZC3H10	4.39	2.49	4.22	4.3	1.94	3.46	6.78	1.67	3.22	1	1	1.35
ENST00000545588	ZC3H11A	19.56	24.14	23.94	21.16	18.24	27.51	11.34	8.97	13.04	8.94	9.97	13.16
ENST00000528673	ZC3H12C	4.97	2.4	8.88	7.23	2.72	5.01	3.71	2.08	5.04	5.04	3.41	4.72
ENST00000251038	ZC3H14	24.1	18.33	18.68	23.02	13.48	18.42	37.04	27.58	24.29	30.89	20.76	33.68
ENST00000337859	ZC3H15	48.35	31.09	42.33	59.72	45.67	34.66	70.18	76.92	58.03	70.17	85.44	99.77
ENST00000452588	ZC3H18	29.45	21.71	19.78	26.25	16.72	27.32	44.53	27.58	41.51	52.03	18.79	42.2
ENST00000262577	ZC3H3	11.76	8.14	8.17	10.05	7.81	9.81	6.69	6.08	6.23	5.64	5.22	7.4
ENST00000253048	ZC3H4	14.52	10.36	11.39	11.22	4.47	13.61	21.74	12.02	16.69	17.88	4.47	17.08
ENST00000396516	ZC3H7A	21.57	25.3	19.84	21.54	22.87	20.06	15.85	21.51	12.77	14.47	20.24	17.66
ENST00000352645	ZC3H7B	84.11	63.52	67.47	58.27	51.49	63.47	25.15	20.74	23.95	21.79	21.16	18.69
ENST00000409573	ZC3H8	3.78	2.89	2.9	5.15	4.4	3.57	7.09	4.32	2.78	8.22	9.63	4.1
ENST00000464606	ZC3HAV1	13.43	15.13	13.32	14.22	12.53	13.42	26.41	29.2	27.82	21.07	32.54	27.26
ENST00000275766	ZC3HAV1L	1.37	1.42	1.37	1.08	1.52	2.88	1	1.77	2.11	1	1.54	4.16
ENST00000358303	ZC3HC1	14.14	11.8	9.21	14.18	11.54	12.91	18.36	14.66	14.13	18.3	11.87	14.92
ENST00000374839	ZC4H2	3.59	3.29	3.71	3.82	3.71	3.78	9.72	7.98	5.47	4.96	6.83	9.82
ENST00000509437	ZCCHC10	5.34	5.73	4.75	4.91	4.91	4.67	8.31	13.07	3.43	6.36	7.81	8.27
ENST00000257177	ZCCHC11	8.99	5.58	8.91	7.4	2.88	5.66	4.57	3.33	4.01	4.2	2.83	4.82
ENST00000268616	ZCCHC14	7.93	4.78	8.77	6.91	2.82	6.93	1.16	2.2	3.74	2.41	1	2.41
ENST00000372336	ZCCHC24	22.7	27.7	33.4	17.13	13.04	17.68	26.9	25.66	38.66	11.99	8.98	13.3
ENST00000382352	ZCCHC3	9.22	6.39	9.19	8.34	5.04	7.81	12.66	8.27	15.35	6.06	3.43	7.75
ENST00000302874	ZCCHC4	7.43	5.45	4.48	9.77	5.98	6.35	11.12	8.21	5.48	8.58	7.95	8.23
ENST00000336755	ZCCHC7	5.42	7.67	6.17	5.96	9.33	7.37	5.8	14.09	5.39	7.38	12.68	12.52
ENST00000336229	ZCCHC8	9.73	7.56	8.13	7.9	4.1	8.32	12.19	8.15	7.17	7.25	3.6	7.4
ENST00000254037	ZCCHC9	7.31	6.01	7.4	11.35	6.17	7.86	40.23	23.19	27.74	43.49	25.46	29.84
ENST00000266529	ZCRB1	23.27	19.25	21.74	23.5	20.9	17.41	12.46	17.14	17.72	7.17	12.63	17.09
ENST00000374423	ZDBF2	1.45	2.23	2.11	1.34	1.96	1.15	1	1.71	1.49	1	2.76	1.05
ENST00000372667	ZDHHC12	16.52	29.76	13.95	14.67	23.44	25.4	12.55	14.11	3.71	6.93	13.05	12.17
ENST00000446113	ZDHHC13	7.21	8.26	8.07	6.95	3.5	5.85	5.13	6.93	4.95	5.46	5.49	4.74
ENST00000393760	ZDHHC16	28	28.7	28.08	35.02	32.17	34.71	7.34	4.24	6.55	6.64	8.28	4.22
ENST00000426126	ZDHHC17	5.45	6.33	6.62	4.76	3.66	5.74	6.76	5.75	6.16	10.14	7.33	5.55
ENST00000374142	ZDHHC18	21.77	14.66	19.91	22.71	25.63	20.2	8.03	6.61	9.41	6.31	9.76	5.95
ENST00000262096	ZDHHC2	11.25	13.72	13.15	8.23	8.85	8.81	9.36	8.97	5.17	6.06	10.24	6.22
ENST00000400590	ZDHHC20	18.4	19.58	17.41	15.94	16.13	17.42	17.59	28.9	23.79	17.53	33.73	35.48
ENST00000380916	ZDHHC21	1.84	3.23	2.2	2.93	6.22	2.72	1	4.01	1.97	4.61	14.27	4.5
ENST00000310442	ZDHHC24	7.14	8.94	10.13	8.79	15	8.93	18.17	16.68	21.42	15.07	24.1	8.4
ENST00000342790	ZDHHC3	24.22	29.57	23.52	24.3	43.63	25.15	8.31	2.32	2.94	1.67	7.46	4.38
ENST00000369405	ZDHHC6	21.64	16.43	19.12	24.93	8.93	19.18	3.37	1.29	3.4	5.93	3.22	2.57
ENST00000344861	ZDHHC7	50.2	42.33	45.13	40.62	47.89	38.13	15.43	10.38	14.48	16.61	17.67	12.84
ENST00000303660	ZEB2	11.85	10.67	12.82	12.77	8.43	9.06	4.99	6.79	6.92	5.01	4.72	5.61
ENST00000291900	ZER1	9.68	15.36	12.68	10.23	24.73	16.94	12.76	13.54	12.75	12.08	19.99	12.42
ENST00000289528	ZFAND2B	15.77	12.24	13.75	14.29	14.46	12.53	20.09	10.34	8.82	8.43	5.62	6.5
ENST00000287218	ZFAND3	37.94	36.81	41.91	33.94	58.54	37.89	70.12	60.64	97.3	75.12	74.86	59.99
ENST00000261749	ZFAND6	26.21	31.75	38.34	33.21	42	31.44	41.41	55.48	54.1	40.84	65.58	40.36
ENST00000377838	ZFAT	4.2	3.6	3.97	3.42	2.92	3.21	1.64	1.76	4.05	2.74	1.12	1.11
ENST00000378743	ZFC3H1	8.06	6.56	9.09	7.21	8.46	5.5	2.98	5.05	3.81	5.8	8.34	5.23
ENST00000419474	ZFHX2	1	1.36	1	1	2.22	1.08	1	1	1	1	1.52	1
ENST00000521891	ZFHX4	5.71	3.39	6.7	3.6	1.3	1.98	3.52	2.92	4.77	2.53	1.69	1.88
ENST00000332307	ZFP1	3.32	2.93	3.44	3.12	2.17	3.42	1.95	5.23	4.21	2.19	2.7	4.37
ENST00000263805	ZFP106	15.31	14.77	15.68	19.21	19.24	12.77	11.11	9.89	8.74	9.27	12.95	10.9
ENST00000270001	ZFP14	1	1	1.14	1	1	1	1	1.64	2.62	1	2.33	1.55
ENST00000357006	ZFP161	3.48	2.58	3.49	3.13	1.16	2.69	4.14	2.7	4.68	2.98	1.35	4.02
ENST00000301318	ZFP28	1.75	1.97	3.87	2.27	3.16	2.01	2.04	1.84	2.13	1	1.77	1.41
ENST00000351218	ZFP30	2.55	2.78	2.77	2.51	2.17	2.71	2.71	4.76	2.52	1	4.85	4.45
ENST00000248673	ZFP36	16.59	18.06	12.26	12.16	11.71	12.15	2.54	14.24	8.12	1.37	6.47	5.45
ENST00000439696	ZFP36L1	60.34	50.33	68.99	63.78	84.17	58.19	70.09	69.41	112.87	59.74	106.6	55.1
ENST00000216923	ZFP64	6.13	4.39	6.74	5.42	3.4	3.89	2.15	3.56	4.45	3.76	2.13	2.22
ENST00000392161	ZFP82	1.77	2.12	1.99	2.04	1.56	2.05	3.89	4.19	2.68	2.51	2.12	3.89
ENST00000398253	ZFP90	3.72	6.14	5.41	3.66	7.45	3.76	1.07	2.74	2.55	1	2.55	1.63
ENST00000316059	ZFP91	45.53	37.16	41.78	42.32	26.3	32.4	24.87	21.67	24.39	22.96	11.52	21.16
ENST00000294258	ZFPL1	31.01	17.77	32.56	28.1	20.32	16.12	38.73	15.91	32.14	19.91	10.62	10.95
ENST00000319555	ZFPM1	1	1.19	1	1	1.38	1.42	2.56	2.02	1.76	1	1	1
ENST00000407775	ZFPM2	7.75	2.46	5.82	4.23	1	1	6.16	1.9	4.27	2.91	1	1
ENST00000265069	ZFR	43.56	43.03	44.84	49.31	43.08	41.17	40.86	43.91	40.9	42.51	45.91	52.28
ENST00000540034	ZFX	6.47	7.1	7.32	5.98	4.15	5.92	9.72	9.19	9.41	7.79	7.13	9.48
ENST00000155093	ZFY	3.73	3.72	3.83	3.33	2.76	2.66	2.27	3.27	3.11	2.37	3.72	2.62
ENST00000553891	ZFYVE1	4.89	8.23	8.9	5.69	11.49	7.62	5	5.59	7.25	5.72	8.03	4.92
ENST00000338008	ZFYVE16	7.36	7.33	7.95	7.63	6.27	6.22	5.6	10.68	8.05	9.67	16.16	14.62
ENST00000355341	ZFYVE19	11.56	10.18	10.79	9.75	8.23	9.14	20.06	9.56	18.2	12.18	7.25	10.2
ENST00000253699	ZFYVE20	8.89	7.91	8.81	8.29	6.96	8.16	4.04	2.47	2.64	3.63	1.77	2.71
ENST00000216602	ZFYVE21	18.52	25.9	25.13	16.11	28.86	29.22	21.84	30.87	39.17	15.66	27.15	27.66
ENST00000347230	ZFYVE26	7.37	4.88	7.92	8.73	6.21	5.44	3.12	2.77	3.96	5.29	3.14	3.16
ENST00000356257	ZFYVE27	6.83	7.68	7.14	7.71	13.52	9.34	10.58	14.66	13.57	14.45	41.56	18.95
ENST00000287727	ZFYVE9	10.83	7.4	12.66	11.12	7.47	5.26	2.23	2.93	3.4	4.07	3.76	1.55
ENST00000328969	ZGPAT	18.95	11.31	13.97	17.32	11.4	18	26.54	9.58	18.15	28.53	8.82	12.8
ENST00000297857	ZHX1	9.66	11.67	9.4	10.25	7.51	6.52	4.44	5.72	2.85	4.28	4.51	4.05
ENST00000314393	ZHX2	1.78	2.52	2.76	2.12	2.55	2.51	1	1.68	1.97	2.2	1.63	1.68
ENST00000544979	ZHX3	25.71	23.67	27.15	20.17	15.98	13.79	12.49	13.15	13.4	10.12	9.8	9.82
ENST00000307468	ZIK1	2.86	2.98	1.9	3.13	1.6	2.1	1	1.99	1.54	1.49	1.96	2.51
ENST00000324306	ZKSCAN1	8.18	13.96	10.62	10.02	13.35	10.73	19.68	32.09	23.08	21.76	29.44	27.93
ENST00000328086	ZKSCAN2	2.84	1.98	3.08	2.48	1.35	1.94	6.91	2.96	3.94	1.9	1.2	1.51
ENST00000394170	ZKSCAN5	6.45	7.72	7.09	6.76	8.84	7.76	2.48	2.89	2.79	4.18	2.28	3.14
ENST00000274712	ZMAT2	53.67	44.75	49.14	52.08	64.45	38.25	194.34	140.7	120.65	123.3	135.33	125.72
